연도,행정구역,학령인구(명)
2029,경상북도 봉화군,1703.0
2030,경상북도 봉화군,1536.0
2021,경상북도 상주시,11584.0
2022,경상북도 상주시,11219.0
2023,경상북도 상주시,10581.0
2024,경상북도 상주시,10075.0
2025,경상북도 상주시,9400.0
2026,경상북도 상주시,9542.0
2027,경상북도 상주시,9371.0
2028,경상북도 상주시,9433.0
2029,경상북도 상주시,9282.0
2030,경상북도 상주시,9324.0
2021,경상북도 성주군,4500.0
2022,경상북도 성주군,4361.0
2023,경상북도 성주군,4175.0
2024,경상북도 성주군,3923.0
2025,경상북도 성주군,3502.0
2026,경상북도 성주군,3355.0
2027,경상북도 성주군,3139.0
2028,경상북도 성주군,2993.0
2029,경상북도 성주군,2800.0
2030,경상북도 성주군,2647.0
2021,경상북도 안동시,20621.0
2022,경상북도 안동시,20026.0
2023,경상북도 안동시,19154.0
2024,경상북도 안동시,18201.0
2025,경상북도 안동시,17112.0
2026,경상북도 안동시,16725.0
2027,경상북도 안동시,16464.0
2028,경상북도 안동시,16245.0
2029,경상북도 안동시,16083.0
2030,경상북도 안동시,15951.0
2021,경상북도 영덕군,3630.0
2022,경상북도 영덕군,3456.0
2023,경상북도 영덕군,3279.0
2024,경상북도 영덕군,2923.0
2025,경상북도 영덕군,2467.0
2026,경상북도 영덕군,2275.0
2027,경상북도 영덕군,2064.0
2028,경상북도 영덕군,1852.0
2029,경상북도 영덕군,1640.0
2030,경상북도 영덕군,1426.0
2021,경상북도 영양군,914.0
2022,경상북도 영양군,779.0
2023,경상북도 영양군,693.0
2024,경상북도 영양군,596.0
2025,경상북도 영양군,409.0
2026,경상북도 영양군,317.0
2027,경상북도 영양군,272.0
2028,경상북도 영양군,185.0
2029,경상북도 영양군,111.0
2030,경상북도 영양군,45.0
2021,경상북도 영주시,13197.0
2022,경상북도 영주시,12587.0
2023,경상북도 영주시,11971.0
2024,경상북도 영주시,11233.0
2025,경상북도 영주시,10380.0
2026,경상북도 영주시,9988.0
2027,경상북도 영주시,9904.0
2028,경상북도 영주시,9848.0
2029,경상북도 영주시,9793.0
2030,경상북도 영주시,9740.0
2021,경상북도 영천시,11281.0
2022,경상북도 영천시,10850.0
2023,경상북도 영천시,10539.0
2024,경상북도 영천시,10088.0
2025,경상북도 영천시,9429.0
2026,경상북도 영천시,9521.0
2027,경상북도 영천시,9422.0
2028,경상북도 영천시,9451.0
2029,경상북도 영천시,9372.0
2030,경상북도 영천시,9367.0
2021,경상북도 예천군,6272.0
2022,경상북도 예천군,6462.0
2023,경상북도 예천군,6339.0
2024,경상북도 예천군,6292.0
2025,경상북도 예천군,6010.0
2026,경상북도 예천군,6010.0
2027,경상북도 예천군,5944.0
2028,경상북도 예천군,5987.0
2029,경상북도 예천군,5947.0
2030,경상북도 예천군,5979.0
2021,경상북도 울릉군,-943.0
2022,경상북도 울릉군,-976.0
2023,경상북도 울릉군,-1013.0
2024,경상북도 울릉군,-1059.0
2025,경상북도 울릉군,-1109.0
2026,경상북도 울릉군,-1151.0
2027,경상북도 울릉군,-1185.0
2028,경상북도 울릉군,-1222.0
2029,경상북도 울릉군,-1258.0
2030,경상북도 울릉군,-1295.0
2021,경상북도 울진군,5302.0
2022,경상북도 울진군,5038.0
2023,경상북도 울진군,4736.0
2024,경상북도 울진군,4441.0
2025,경상북도 울진군,4048.0
2026,경상북도 울진군,3752.0
2027,경상북도 울진군,3511.0
2028,경상북도 울진군,3279.0
2029,경상북도 울진군,3027.0
2030,경상북도 울진군,2779.0
2021,경상북도 의성군,3933.0
2022,경상북도 의성군,3731.0
2023,경상북도 의성군,3531.0
2024,경상북도 의성군,3297.0
2025,경상북도 의성군,2784.0
2026,경상북도 의성군,2746.0
2027,경상북도 의성군,2510.0
2028,경상북도 의성군,2463.0
2029,경상북도 의성군,2263.0
2030,경상북도 의성군,2198.0
2021,경상북도 청도군,4436.0
2022,경상북도 청도군,4329.0
2023,경상북도 청도군,4128.0
2024,경상북도 청도군,3885.0
2025,경상북도 청도군,3450.0
2026,경상북도 청도군,3389.0
2027,경상북도 청도군,3219.0
2028,경상북도 청도군,3146.0
2029,경상북도 청도군,2982.0
2030,경상북도 청도군,2894.0
2021,경상북도 청송군,1909.0
2022,경상북도 청송군,1799.0
2023,경상북도 청송군,1680.0
2024,경상북도 청송군,1515.0
2025,경상북도 청송군,1260.0
2026,경상북도 청송군,1246.0
2027,경상북도 청송군,1081.0
2028,경상북도 청송군,1051.0
2029,경상북도 청송군,908.0
2030,경상북도 청송군,864.0
2021,경상북도 칠곡군,18630.0
2022,경상북도 칠곡군,18195.0
2023,경상북도 칠곡군,17797.0
2024,경상북도 칠곡군,17170.0
2025,경상북도 칠곡군,16418.0
2026,경상북도 칠곡군,16261.0
2027,경상북도 칠곡군,16154.0
2028,경상북도 칠곡군,16093.0
2029,경상북도 칠곡군,16040.0
2030,경상북도 칠곡군,16019.0
2021,경상북도 포항시,76179.0
2022,경상북도 포항시,74020.0
2023,경상북도 포항시,72054.0
2024,경상북도 포항시,69711.0
2025,경상북도 포항시,67468.0
2026,경상북도 포항시,66682.0
2027,경상북도 포항시,65990.0
2028,경상북도 포항시,65314.0
2029,경상북도 포항시,64694.0
2030,경상북도 포항시,64139.0
2021,광주광역시 광산구,81502.0
2022,광주광역시 광산구,79638.0
2023,광주광역시 광산구,78013.0
2024,광주광역시 광산구,76137.0
2025,광주광역시 광산구,74607.0
2026,광주광역시 광산구,73872.0
2027,광주광역시 광산구,73227.0
2028,광주광역시 광산구,72704.0
2029,광주광역시 광산구,72208.0
2030,광주광역시 광산구,71804.0
2021,광주광역시 남구,36629.0
2022,광주광역시 남구,36146.0
2023,광주광역시 남구,35521.0
2024,광주광역시 남구,34956.0
2025,광주광역시 남구,33839.0
2026,광주광역시 남구,33950.0
2027,광주광역시 남구,33818.0
2028,광주광역시 남구,33768.0
2029,광주광역시 남구,33623.0
2030,광주광역시 남구,33566.0
2021,광주광역시 동구,12584.0
2022,광주광역시 동구,12954.0
2023,광주광역시 동구,13290.0
2024,광주광역시 동구,13248.0
2025,광주광역시 동구,13078.0
2026,광주광역시 동구,13153.0
2027,광주광역시 동구,13197.0
2028,광주광역시 동구,13280.0
2029,광주광역시 동구,13321.0
2030,광주광역시 동구,13399.0
2021,광주광역시 북구,70969.0
2022,광주광역시 북구,68354.0
2023,광주광역시 북구,66534.0
2024,광주광역시 북구,64722.0
2025,광주광역시 북구,63167.0
2026,광주광역시 북구,62621.0
2027,광주광역시 북구,62101.0
2028,광주광역시 북구,61531.0
2029,광주광역시 북구,61034.0
2030,광주광역시 북구,60388.0
2021,광주광역시 서구,52350.0
2022,광주광역시 서구,49638.0
2023,광주광역시 서구,47597.0
2024,광주광역시 서구,45570.0
2025,광주광역시 서구,43973.0
2026,광주광역시 서구,43652.0
2027,광주광역시 서구,43246.0
2028,광주광역시 서구,42917.0
2029,광주광역시 서구,42550.0
2030,광주광역시 서구,42271.0
2021,대구광역시 달서구,89878.0
2022,대구광역시 달서구,85759.0
2023,대구광역시 달서구,82001.0
2024,대구광역시 달서구,78265.0
2025,대구광역시 달서구,75835.0
2026,대구광역시 달서구,75262.0
2027,대구광역시 달서구,74566.0
2028,대구광역시 달서구,74246.0
2029,대구광역시 달서구,73780.0
2030,대구광역시 달서구,73468.0
2021,대구광역시 달성군,40166.0
2022,대구광역시 달성군,40839.0
2023,대구광역시 달성군,41793.0
2024,대구광역시 달성군,42223.0
2025,대구광역시 달성군,41816.0
2026,대구광역시 달성군,41820.0
2027,대구광역시 달성군,42049.0
2028,대구광역시 달성군,42355.0
2029,대구광역시 달성군,42695.0
2030,대구광역시 달성군,43052.0
2021,대구광역시 북구,70230.0
2022,대구광역시 북구,68164.0
2023,대구광역시 북구,66506.0
2024,대구광역시 북구,64457.0
2025,대구광역시 북구,62309.0
2026,대구광역시 북구,60325.0
2027,대구광역시 북구,58793.0
2028,대구광역시 북구,57447.0
2029,대구광역시 북구,56320.0
2030,대구광역시 북구,55377.0
2021,대구광역시 서구,17445.0
2022,대구광역시 서구,15895.0
2023,대구광역시 서구,15186.0
2024,대구광역시 서구,14382.0
2025,대구광역시 서구,12805.0
2026,대구광역시 서구,13302.0
2027,대구광역시 서구,13219.0
2028,대구광역시 서구,13632.0
2029,대구광역시 서구,13743.0
2030,대구광역시 서구,14018.0
2021,대구광역시 수성구,73900.0
2022,대구광역시 수성구,71232.0
2023,대구광역시 수성구,68786.0
2024,대구광역시 수성구,66595.0
2025,대구광역시 수성구,65195.0
2026,대구광역시 수성구,64648.0
2027,대구광역시 수성구,64082.0
2028,대구광역시 수성구,63575.0
2029,대구광역시 수성구,63078.0
2030,대구광역시 수성구,62704.0
2021,대구광역시 중구,9672.0
2022,대구광역시 중구,9557.0
2023,대구광역시 중구,9793.0
2024,대구광역시 중구,9953.0
2025,대구광역시 중구,9945.0
2026,대구광역시 중구,9997.0
2027,대구광역시 중구,9962.0
2028,대구광역시 중구,9980.0
2029,대구광역시 중구,9954.0
2030,대구광역시 중구,9997.0
2021,대전광역시 대덕구,27671.0
2022,대전광역시 대덕구,26229.0
2023,대전광역시 대덕구,25091.0
2024,대전광역시 대덕구,24153.0
2025,대전광역시 대덕구,23184.0
2026,대전광역시 대덕구,23045.0
2027,대전광역시 대덕구,23099.0
2028,대전광역시 대덕구,23192.0
2029,대전광역시 대덕구,23281.0
2030,대전광역시 대덕구,23360.0
2021,대전광역시 동구,32221.0
2022,대전광역시 동구,30993.0
2023,대전광역시 동구,30186.0
2024,대전광역시 동구,29266.0
2025,대전광역시 동구,28191.0
2026,대전광역시 동구,27918.0
2027,대전광역시 동구,27672.0
2028,대전광역시 동구,27433.0
2029,대전광역시 동구,27216.0
2030,대전광역시 동구,27010.0
2021,대전광역시 서구,79464.0
2022,대전광역시 서구,76958.0
2023,대전광역시 서구,75375.0
2024,대전광역시 서구,74055.0
2025,대전광역시 서구,72868.0
2026,대전광역시 서구,72137.0
2027,대전광역시 서구,71552.0
2028,대전광역시 서구,71060.0
2029,대전광역시 서구,70627.0
2030,대전광역시 서구,70236.0
2021,대전광역시 유성구,63903.0
2022,대전광역시 유성구,63044.0
2023,대전광역시 유성구,62857.0
2024,대전광역시 유성구,62518.0
2025,대전광역시 유성구,61623.0
2026,대전광역시 유성구,61412.0
2027,대전광역시 유성구,61296.0
2028,대전광역시 유성구,61186.0
2029,대전광역시 유성구,61078.0
2030,대전광역시 유성구,60970.0
2021,대전광역시 중구,35424.0
2022,대전광역시 중구,33578.0
2023,대전광역시 중구,32189.0
2024,대전광역시 중구,30852.0
2025,대전광역시 중구,29696.0
2026,대전광역시 중구,29350.0
2027,대전광역시 중구,29016.0
2028,대전광역시 중구,28715.0
2029,대전광역시 중구,28448.0
2030,대전광역시 중구,28205.0
2021,부산광역시 강서구,19913.0
2022,부산광역시 강서구,21646.0
2023,부산광역시 강서구,23157.0
2024,부산광역시 강서구,24125.0
2025,부산광역시 강서구,24688.0
2026,부산광역시 강서구,25124.0
2027,부산광역시 강서구,25406.0
2028,부산광역시 강서구,25578.0
2029,부산광역시 강서구,25699.0
2030,부산광역시 강서구,25782.0
2021,부산광역시 금정구,29798.0
2022,부산광역시 금정구,28566.0
2023,부산광역시 금정구,26965.0
2024,부산광역시 금정구,25439.0
2025,부산광역시 금정구,24233.0
2026,부산광역시 금정구,24021.0
2027,부산광역시 금정구,23676.0
2028,부산광역시 금정구,23380.0
2029,부산광역시 금정구,23057.0
2030,부산광역시 금정구,22828.0
2021,부산광역시 기장군,27681.0
2022,부산광역시 기장군,28317.0
2023,부산광역시 기장군,29180.0
2024,부산광역시 기장군,29447.0
2025,부산광역시 기장군,29250.0
2026,부산광역시 기장군,29472.0
2027,부산광역시 기장군,29814.0
2028,부산광역시 기장군,30155.0
2029,부산광역시 기장군,30450.0
2030,부산광역시 기장군,30733.0
2021,부산광역시 남구,36657.0
2022,부산광역시 남구,35319.0
2023,부산광역시 남구,34378.0
2024,부산광역시 남구,33382.0
2025,부산광역시 남구,32542.0
2026,부산광역시 남구,32278.0
2027,부산광역시 남구,31903.0
2028,부산광역시 남구,31536.0
2029,부산광역시 남구,31052.0
2030,부산광역시 남구,30654.0
2021,부산광역시 동구,7957.0
2022,부산광역시 동구,7663.0
2023,부산광역시 동구,7300.0
2024,부산광역시 동구,6981.0
2025,부산광역시 동구,6562.0
2026,부산광역시 동구,6534.0
2027,부산광역시 동구,6528.0
2028,부산광역시 동구,6519.0
2029,부산광역시 동구,6504.0
2030,부산광역시 동구,6488.0
2021,부산광역시 동래구,38426.0
2022,부산광역시 동래구,38010.0
2023,부산광역시 동래구,38240.0
2024,부산광역시 동래구,38199.0
2025,부산광역시 동래구,37885.0
2026,부산광역시 동래구,37739.0
2027,부산광역시 동래구,37636.0
2028,부산광역시 동래구,37515.0
2029,부산광역시 동래구,37407.0
2030,부산광역시 동래구,37267.0
2021,부산광역시 부산진구,40783.0
2022,부산광역시 부산진구,39652.0
2023,부산광역시 부산진구,38476.0
2024,부산광역시 부산진구,37750.0
2025,부산광역시 부산진구,37000.0
2026,부산광역시 부산진구,37240.0
2027,부산광역시 부산진구,37256.0
2028,부산광역시 부산진구,37460.0
2029,부산광역시 부산진구,37467.0
2030,부산광역시 부산진구,37576.0
2021,부산광역시 북구,39827.0
2022,부산광역시 북구,37956.0
2023,부산광역시 북구,36212.0
2024,부산광역시 북구,35023.0
2025,부산광역시 북구,33671.0
2026,부산광역시 북구,33347.0
2027,부산광역시 북구,33186.0
2028,부산광역시 북구,32957.0
2029,부산광역시 북구,32770.0
2030,부산광역시 북구,32546.0
2021,부산광역시 사상구,25870.0
2022,부산광역시 사상구,24414.0
2023,부산광역시 사상구,22973.0
2024,부산광역시 사상구,21778.0
2025,부산광역시 사상구,20904.0
2026,부산광역시 사상구,20850.0
2027,부산광역시 사상구,20860.0
2028,부산광역시 사상구,20825.0
2029,부산광역시 사상구,20848.0
2030,부산광역시 사상구,20840.0
2021,부산광역시 사하구,40976.0
2022,부산광역시 사하구,38857.0
2023,부산광역시 사하구,37450.0
2024,부산광역시 사하구,36332.0
2025,부산광역시 사하구,35399.0
2026,부산광역시 사하구,35898.0
2027,부산광역시 사하구,36085.0
2028,부산광역시 사하구,36430.0
2029,부산광역시 사하구,36605.0
2030,부산광역시 사하구,36875.0
2021,부산광역시 서구,13969.0
2022,부산광역시 서구,13742.0
2023,부산광역시 서구,13536.0
2024,부산광역시 서구,13310.0
2025,부산광역시 서구,13275.0
2026,부산광역시 서구,13498.0
2027,부산광역시 서구,13696.0
2028,부산광역시 서구,13845.0
2029,부산광역시 서구,13987.0
2030,부산광역시 서구,14105.0
2021,부산광역시 수영구,19034.0
2022,부산광역시 수영구,18499.0
2023,부산광역시 수영구,18268.0
2024,부산광역시 수영구,18006.0
2025,부산광역시 수영구,17498.0
2026,부산광역시 수영구,17378.0
2027,부산광역시 수영구,17340.0
2028,부산광역시 수영구,17306.0
2029,부산광역시 수영구,17266.0
2030,부산광역시 수영구,17216.0
2021,부산광역시 연제구,26172.0
2022,부산광역시 연제구,25455.0
2023,부산광역시 연제구,25147.0
2024,부산광역시 연제구,24679.0
2025,부산광역시 연제구,23944.0
2026,부산광역시 연제구,24088.0
2027,부산광역시 연제구,24055.0
2028,부산광역시 연제구,24193.0
2029,부산광역시 연제구,24164.0
2030,부산광역시 연제구,24282.0
2021,부산광역시 영도구,11573.0
2022,부산광역시 영도구,10788.0
2023,부산광역시 영도구,10059.0
2024,부산광역시 영도구,9414.0
2025,부산광역시 영도구,9020.0
2026,부산광역시 영도구,8972.0
2027,부산광역시 영도구,8947.0
2028,부산광역시 영도구,8828.0
2029,부산광역시 영도구,8684.0
2030,부산광역시 영도구,8547.0
2021,부산광역시 중구,3310.0
2022,부산광역시 중구,3095.0
2023,부산광역시 중구,2892.0
2024,부산광역시 중구,2546.0
2025,부산광역시 중구,2232.0
2026,부산광역시 중구,1989.0
2027,부산광역시 중구,1745.0
2028,부산광역시 중구,1514.0
2029,부산광역시 중구,1290.0
2030,부산광역시 중구,1075.0
2021,부산광역시 해운대구,59159.0
2022,부산광역시 해운대구,56909.0
2023,부산광역시 해운대구,55071.0
2024,부산광역시 해운대구,53279.0
2025,부산광역시 해운대구,51299.0
2026,부산광역시 해운대구,50973.0
2027,부산광역시 해운대구,50961.0
2028,부산광역시 해운대구,50791.0
2029,부산광역시 해운대구,50675.0
2030,부산광역시 해운대구,50586.0
2021,서울특별시 강남구,84489.0
2022,서울특별시 강남구,83487.0
2023,서울특별시 강남구,82608.0
2024,서울특별시 강남구,81653.0
2025,서울특별시 강남구,80624.0
2026,서울특별시 강남구,79675.0
2027,서울특별시 강남구,78755.0
2028,서울특별시 강남구,77952.0
2029,서울특별시 강남구,77252.0
2030,서울특별시 강남구,76626.0
2021,서울특별시 강동구,60133.0
2022,서울특별시 강동구,61106.0
2023,서울특별시 강동구,61517.0
2024,서울특별시 강동구,61884.0
2025,서울특별시 강동구,60473.0
2026,서울특별시 강동구,59341.0
2027,서울특별시 강동구,58534.0
2028,서울특별시 강동구,58051.0
2029,서울특별시 강동구,57800.0
2030,서울특별시 강동구,57723.0
2021,서울특별시 강북구,35044.0
2022,서울특별시 강북구,33195.0
2023,서울특별시 강북구,31407.0
2024,서울특별시 강북구,30155.0
2025,서울특별시 강북구,28852.0
2026,서울특별시 강북구,28609.0
2027,서울특별시 강북구,28277.0
2028,서울특별시 강북구,27984.0
2029,서울특별시 강북구,27676.0
2030,서울특별시 강북구,27395.0
2021,서울특별시 강서구,72526.0
2022,서울특별시 강서구,69382.0
2023,서울특별시 강서구,67428.0
2024,서울특별시 강서구,66565.0
2025,서울특별시 강서구,64852.0
2026,서울특별시 강서구,64860.0
2027,서울특별시 강서구,64871.0
2028,서울특별시 강서구,64801.0
2029,서울특별시 강서구,64702.0
2030,서울특별시 강서구,64592.0
2021,서울특별시 관악구,48027.0
2022,서울특별시 관악구,45909.0
2023,서울특별시 관악구,44039.0
2024,서울특별시 관악구,42788.0
2025,서울특별시 관악구,41882.0
2026,서울특별시 관악구,41882.0
2027,서울특별시 관악구,41916.0
2028,서울특별시 관악구,41915.0
2029,서울특별시 관악구,42015.0
2030,서울특별시 관악구,42087.0
2021,서울특별시 광진구,44055.0
2022,서울특별시 광진구,42616.0
2023,서울특별시 광진구,40927.0
2024,서울특별시 광진구,39785.0
2025,서울특별시 광진구,38659.0
2026,서울특별시 광진구,38582.0
2027,서울특별시 광진구,38500.0
2028,서울특별시 광진구,38365.0
2029,서울특별시 광진구,38184.0
2030,서울특별시 광진구,38005.0
2021,서울특별시 구로구,50450.0
2022,서울특별시 구로구,49011.0
2023,서울특별시 구로구,47036.0
2024,서울특별시 구로구,46090.0
2025,서울특별시 구로구,44943.0
2026,서울특별시 구로구,44959.0
2027,서울특별시 구로구,44900.0
2028,서울특별시 구로구,44848.0
2029,서울특별시 구로구,44846.0
2030,서울특별시 구로구,44853.0
2021,서울특별시 금천구,25675.0
2022,서울특별시 금천구,24012.0
2023,서울특별시 금천구,22709.0
2024,서울특별시 금천구,21992.0
2025,서울특별시 금천구,20721.0
2026,서울특별시 금천구,20262.0
2027,서울특별시 금천구,19826.0
2028,서울특별시 금천구,19418.0
2029,서울특별시 금천구,19042.0
2030,서울특별시 금천구,18700.0
2021,서울특별시 노원구,83078.0
2022,서울특별시 노원구,78973.0
2023,서울특별시 노원구,75457.0
2024,서울특별시 노원구,73138.0
2025,서울특별시 노원구,71646.0
2026,서울특별시 노원구,71177.0
2027,서울특별시 노원구,70680.0
2028,서울특별시 노원구,70332.0
2029,서울특별시 노원구,69930.0
2030,서울특별시 노원구,69663.0
2021,서울특별시 도봉구,41967.0
2022,서울특별시 도봉구,39590.0
2023,서울특별시 도봉구,37656.0
2024,서울특별시 도봉구,36443.0
2025,서울특별시 도봉구,35351.0
2026,서울특별시 도봉구,35588.0
2027,서울특별시 도봉구,35616.0
2028,서울특별시 도봉구,35583.0
2029,서울특별시 도봉구,35392.0
2030,서울특별시 도봉구,34842.0
2021,서울특별시 동대문구,40776.0
2022,서울특별시 동대문구,39504.0
2023,서울특별시 동대문구,38651.0
2024,서울특별시 동대문구,38153.0
2025,서울특별시 동대문구,37465.0
2026,서울특별시 동대문구,37271.0
2027,서울특별시 동대문구,37105.0
2028,서울특별시 동대문구,36977.0
2029,서울특별시 동대문구,36880.0
2030,서울특별시 동대문구,36827.0
2021,서울특별시 동작구,48658.0
2022,서울특별시 동작구,46484.0
2023,서울특별시 동작구,44896.0
2024,서울특별시 동작구,44384.0
2025,서울특별시 동작구,43136.0
2026,서울특별시 동작구,42487.0
2027,서울특별시 동작구,41973.0
2028,서울특별시 동작구,41482.0
2029,서울특별시 동작구,40975.0
2030,서울특별시 동작구,40532.0
2021,서울특별시 마포구,47051.0
2022,서울특별시 마포구,45972.0
2023,서울특별시 마포구,44875.0
2024,서울특별시 마포구,44511.0
2025,서울특별시 마포구,43764.0
2026,서울특별시 마포구,43712.0
2027,서울특별시 마포구,43708.0
2028,서울특별시 마포구,43721.0
2029,서울특별시 마포구,43752.0
2030,서울특별시 마포구,43794.0
2021,서울특별시 서대문구,39413.0
2022,서울특별시 서대문구,38545.0
2023,서울특별시 서대문구,38080.0
2024,서울특별시 서대문구,37413.0
2025,서울특별시 서대문구,36617.0
2026,서울특별시 서대문구,36510.0
2027,서울특별시 서대문구,36405.0
2028,서울특별시 서대문구,36289.0
2029,서울특별시 서대문구,36151.0
2030,서울특별시 서대문구,35992.0
2021,서울특별시 서초구,67911.0
2022,서울특별시 서초구,66860.0
2023,서울특별시 서초구,65664.0
2024,서울특별시 서초구,64539.0
2025,서울특별시 서초구,63542.0
2026,서울특별시 서초구,62778.0
2027,서울특별시 서초구,61967.0
2028,서울특별시 서초구,61043.0
2029,서울특별시 서초구,59932.0
2030,서울특별시 서초구,58993.0
2021,서울특별시 성동구,35805.0
2022,서울특별시 성동구,34450.0
2023,서울특별시 성동구,33220.0
2024,서울특별시 성동구,32444.0
2025,서울특별시 성동구,31363.0
2026,서울특별시 성동구,30793.0
2027,서울특별시 성동구,30352.0
2028,서울특별시 성동구,30000.0
2029,서울특별시 성동구,29718.0
2030,서울특별시 성동구,29500.0
2021,서울특별시 성북구,61386.0
2022,서울특별시 성북구,60101.0
2023,서울특별시 성북구,58769.0
2024,서울특별시 성북구,57916.0
2025,서울특별시 성북구,57257.0
2026,서울특별시 성북구,57265.0
2027,서울특별시 성북구,57358.0
2028,서울특별시 성북구,57435.0
2029,서울특별시 성북구,57374.0
2030,서울특별시 성북구,57259.0
2021,서울특별시 송파구,93805.0
2022,서울특별시 송파구,91442.0
2023,서울특별시 송파구,90397.0
2024,서울특별시 송파구,89423.0
2025,서울특별시 송파구,88360.0
2026,서울특별시 송파구,87120.0
2027,서울특별시 송파구,85991.0
2028,서울특별시 송파구,84953.0
2029,서울특별시 송파구,84074.0
2030,서울특별시 송파구,83481.0
2021,서울특별시 양천구,75397.0
2022,서울특별시 양천구,73227.0
2023,서울특별시 양천구,71188.0
2024,서울특별시 양천구,69427.0
2025,서울특별시 양천구,67836.0
2026,서울특별시 양천구,67106.0
2027,서울특별시 양천구,66405.0
2028,서울특별시 양천구,65951.0
2029,서울특별시 양천구,65450.0
2030,서울특별시 양천구,65032.0
2021,서울특별시 영등포구,40622.0
2022,서울특별시 영등포구,40033.0
2023,서울특별시 영등포구,39807.0
2024,서울특별시 영등포구,40016.0
2025,서울특별시 영등포구,39371.0
2026,서울특별시 영등포구,39292.0
2027,서울특별시 영등포구,39216.0
2028,서울특별시 영등포구,39161.0
2029,서울특별시 영등포구,39110.0
2030,서울특별시 영등포구,39073.0
2021,서울특별시 용산구,25696.0
2022,서울특별시 용산구,25155.0
2023,서울특별시 용산구,24377.0
2024,서울특별시 용산구,23582.0
2025,서울특별시 용산구,22926.0
2026,서울특별시 용산구,22837.0
2027,서울특별시 용산구,22755.0
2028,서울특별시 용산구,22670.0
2029,서울특별시 용산구,22584.0
2030,서울특별시 용산구,22504.0
2021,서울특별시 은평구,61463.0
2022,서울특별시 은평구,58927.0
2023,서울특별시 은평구,56809.0
2024,서울특별시 은평구,55930.0
2025,서울특별시 은평구,54528.0
2026,서울특별시 은평구,54696.0
2027,서울특별시 은평구,54632.0
2028,서울특별시 은평구,54763.0
2029,서울특별시 은평구,54700.0
2030,서울특별시 은평구,54782.0
2021,서울특별시 종로구,19099.0
2022,서울특별시 종로구,18293.0
2023,서울특별시 종로구,17365.0
2024,서울특별시 종로구,16788.0
2025,서울특별시 종로구,16267.0
2026,서울특별시 종로구,16335.0
2027,서울특별시 종로구,16389.0
2028,서울특별시 종로구,16429.0
2029,서울특별시 종로구,16454.0
2030,서울특별시 종로구,16473.0
2021,서울특별시 중구,13108.0
2022,서울특별시 중구,12765.0
2023,서울특별시 중구,12144.0
2024,서울특별시 중구,11647.0
2025,서울특별시 중구,11135.0
2026,서울특별시 중구,10721.0
2027,서울특별시 중구,10457.0
2028,서울특별시 중구,10269.0
2029,서울특별시 중구,10140.0
2030,서울특별시 중구,10058.0
2021,서울특별시 중랑구,43280.0
2022,서울특별시 중랑구,41251.0
2023,서울특별시 중랑구,39983.0
2024,서울특별시 중랑구,39081.0
2025,서울특별시 중랑구,37573.0
2026,서울특별시 중랑구,37255.0
2027,서울특별시 중랑구,36858.0
2028,서울특별시 중랑구,36436.0
2029,서울특별시 중랑구,36018.0
2030,서울특별시 중랑구,35660.0
2021,울산광역시 남구,51170.0
2022,울산광역시 남구,48813.0
2023,울산광역시 남구,46930.0
2024,울산광역시 남구,45634.0
2025,울산광역시 남구,44464.0
